name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url
Reiwa,1561,1,4,9.6,87.0,Double or Twin Room with Bathroom,Zeeburg,3.6,https://www.booking.com/hotel/nl/reiwa.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=563&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=500048401_169137714_2_0_0&highlighted_blocks=500048401_169137714_2_0_0&matching_block_id=500048401_169137714_2_0_0&sr_pri_blocks=500048401_169137714_2_0_0__156055&from=searchresults
Kloveniers Studio,1128,1,,8.9,113.0,Double Room with Private Bathroom,Amsterdam City Centre,400.0,https://www.booking.com/hotel/nl/kloveniers-studio.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=564&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=721535201_309315956_2_0_0&highlighted_blocks=721535201_309315956_2_0_0&matching_block_id=721535201_309315956_2_0_0&sr_pri_blocks=721535201_309315956_2_0_0__112829&from=searchresults
The New Lake Boathouse,1514,1,4,9.6,119.0,One-Bedroom Apartment,Oud Zuid,4.7,https://www.booking.com/hotel/nl/the-new-lake-boathouse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=565&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=483240601_157119261_2_0_0&highlighted_blocks=483240601_157119261_2_0_0&matching_block_id=483240601_157119261_2_0_0&sr_pri_blocks=483240601_157119261_2_0_0__151357&from=searchresults
Amsterdam Central Guest House,1304,1,3,9.0,281.0,Standard Double Room,Amsterdam City Centre,400.0,https://www.booking.com/hotel/nl/amsterdam-central-bed-and-breakfast.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=566&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=338012101_329669280_2_0_0&highlighted_blocks=338012101_329669280_2_0_0&matching_block_id=338012101_329669280_2_0_0&sr_pri_blocks=338012101_329669280_2_0_0__130417&from=searchresults
Appartement Voorhuis en chalet Klein Waterland,1795,1,3,8.9,161.0,Chalet,Amsterdam Noord,5.8,https://www.booking.com/hotel/nl/appartement-klein-waterland.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=567&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=129732002_127150207_4_0_0&highlighted_blocks=129732002_127150207_4_0_0&matching_block_id=129732002_127150207_4_0_0&sr_pri_blocks=129732002_127150207_4_0_0__179463&from=searchresults
SWEETS - Kattenslootbrug,1723,1,4,8.5,86.0,Apartment with Lake View,Westerpark,1.4,https://www.booking.com/hotel/nl/sweets-kattenslootbrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=568&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=424558501_243294896_2_0_0&highlighted_blocks=424558501_243294896_2_0_0&matching_block_id=424558501_243294896_2_0_0&sr_pri_blocks=424558501_243294896_2_0_0__172320&from=searchresults
Houthavens Apartments,1401,1,4,8.5,508.0,Studio with Balcony,Westpoort,2.7,https://www.booking.com/hotel/nl/comfortable-and-cozy-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=569&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=701791503_394056199_2_0_0&highlighted_blocks=701791503_394056199_2_0_0&matching_block_id=701791503_394056199_2_0_0&sr_pri_blocks=701791503_394056199_2_0_0__140111&from=searchresults
B&B Amsterdam Amstel Apartment,2030,1,4,9.6,128.0,One-Bedroom Apartment,Amsterdam City Centre,1.6,https://www.booking.com/hotel/nl/b-amp-b-amsterdam-amstel-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=570&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=89273001_379286595_2_2_0&highlighted_blocks=89273001_379286595_2_2_0&matching_block_id=89273001_379286595_2_2_0&sr_pri_blocks=89273001_379286595_2_2_0__203000&from=searchresults
Jordan Canal Studio,2021,1,3,9.2,132.0,Studio Apartment,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/jordan-canal-studio.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=571&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=280024801_329650346_2_0_0&highlighted_blocks=280024801_329650346_2_0_0&matching_block_id=280024801_329650346_2_0_0&sr_pri_blocks=280024801_329650346_2_0_0__202149&from=searchresults
Boutique Amsterdam,840,1,3,7.6,83.0,Double Room with Private Bathroom,Oost,2.1,https://www.booking.com/hotel/nl/cozy-amsterdam-b-amp-b.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=572&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=926731001_398090236_2_0_0&highlighted_blocks=926731001_398090236_2_0_0&matching_block_id=926731001_398090236_2_0_0&sr_pri_blocks=926731001_398090236_2_0_0__83960&from=searchresults
Rosalia's Menagerie Cocktail bar & InnUpstairs,1514,1,,9.0,376.0,King Room with Courtyard View,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/misc-eatdrinksleep.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=573&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=4859902_93698786_2_1_0&highlighted_blocks=4859902_93698786_2_1_0&matching_block_id=4859902_93698786_2_1_0&sr_pri_blocks=4859902_93698786_2_1_0__151429&from=searchresults
Hotel V Oosterpark by Conscious,1071,1,4,8.6,7.0,Comfort,Oost,2.4,https://www.booking.com/hotel/nl/v-oosterpark-by-conscious.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=574&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=1423885801_414017863_0_2_0&highlighted_blocks=1423885801_414017863_0_2_0&matching_block_id=1423885801_414017863_0_2_0&sr_pri_blocks=1423885801_414017863_0_2_0__107066&from=searchresults
Amsterdam Grachtenappartement,1454,1,3,8.9,39.0,Quadruple Room,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/amsterdam-grachtenappartement.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=575&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682512&all_sr_blocks=1183239601_390727701_2_0_0&highlighted_blocks=1183239601_390727701_2_0_0&matching_block_id=1183239601_390727701_2_0_0&sr_pri_blocks=1183239601_390727701_2_0_0__145450&from=searchresults
City Sailing,1046,1,,8.8,175.0,Apartment with Lake View,Zeeburg,3.7,https://www.booking.com/hotel/nl/city-sailing-amsterdam12.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=576&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=240596702_389284344_0_0_0&highlighted_blocks=240596702_389284344_0_0_0&matching_block_id=240596702_389284344_0_0_0&sr_pri_blocks=240596702_389284344_0_0_0__104601&from=searchresults
Livia's Hideaway Canalbelt,2327,1,4,9.2,24.0,Deluxe Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/prince-royal-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=577&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=125718101_274023886_2_0_0&highlighted_blocks=125718101_274023886_2_0_0&matching_block_id=125718101_274023886_2_0_0&sr_pri_blocks=125718101_274023886_2_0_0__232665&from=searchresults
T kan Verkeren - Houseboat,1568,1,4,9.3,19.0,Deluxe Family Suite,Amsterdam Noord,1.9,https://www.booking.com/hotel/nl/t-kan-verkeren-houseboat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=578&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1334806601_405963071_2_0_0&highlighted_blocks=1334806601_405963071_2_0_0&matching_block_id=1334806601_405963071_2_0_0&sr_pri_blocks=1334806601_405963071_2_0_0__156826&from=searchresults
Boutique Garden Apartment,2938,1,4,8.0,1.0,Two-Bedroom Apartment,Zuideramstel,2.9,https://www.booking.com/hotel/nl/boutique-garden-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=579&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1469150601_418255886_3_0_0&highlighted_blocks=1469150601_418255886_3_0_0&matching_block_id=1469150601_418255886_3_0_0&sr_pri_blocks=1469150601_418255886_3_0_0__293799&from=searchresults
Motorjacht At Ease,1825,1,,9.4,35.0,Cabin on Boat,Zuideramstel,5.1,https://www.booking.com/hotel/nl/motorjacht-at-ease.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=580&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1269715901_404817666_2_0_0&highlighted_blocks=1269715901_404817666_2_0_0&matching_block_id=1269715901_404817666_2_0_0&sr_pri_blocks=1269715901_404817666_2_0_0__182482&from=searchresults
Orange Suite Studio,1551,1,3,9.0,157.0,Studio,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/orange-suite-studio.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=581&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=37941101_88709476_2_0_0&highlighted_blocks=37941101_88709476_2_0_0&matching_block_id=37941101_88709476_2_0_0&sr_pri_blocks=37941101_88709476_2_0_0__155096&from=searchresults
Houseboat Westerdok,1131,1,3,8.7,154.0,Studio Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/houseboat-westerdok.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=582&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=163380801_329603826_2_0_0&highlighted_blocks=163380801_329603826_2_0_0&matching_block_id=163380801_329603826_2_0_0&sr_pri_blocks=163380801_329603826_2_0_0__113140&from=searchresults
Hotelboat Iris,1621,1,,9.5,436.0,Double or Twin Room,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/hotelboot-iris.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=583&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=34512005_403509198_2_1_0&highlighted_blocks=34512005_403509198_2_1_0&matching_block_id=34512005_403509198_2_1_0&sr_pri_blocks=34512005_403509198_2_1_0__162099&from=searchresults
SWEETS - Oosterdoksdraaibrug,4468,1,3,9.5,14.0,One-Bedroom Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/sweets-oosterdoksdraaibrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=584&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1263950201_399047286_2_0_0&highlighted_blocks=1263950201_399047286_2_0_0&matching_block_id=1263950201_399047286_2_0_0&sr_pri_blocks=1263950201_399047286_2_0_0__446771&from=searchresults
BnB Souterrain,677,1,3,6.3,12.0,Double Room,Oud-West,1.5,https://www.booking.com/hotel/nl/bnb-souterrain-amsterdam1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=585&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1207295601_392927520_2_0_0&highlighted_blocks=1207295601_392927520_2_0_0&matching_block_id=1207295601_392927520_2_0_0&sr_pri_blocks=1207295601_392927520_2_0_0__67745&from=searchresults
Amigo Hotel,691,1,2,7.3,54.0,Double Room with Private Bathroom,Oost,3.0,https://www.booking.com/hotel/nl/amigo.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=586&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1371082301_409314596_0_0_0&highlighted_blocks=1371082301_409314596_0_0_0&matching_block_id=1371082301_409314596_0_0_0&sr_pri_blocks=1371082301_409314596_0_0_0__69110&from=searchresults
SWEETS - Nieuwe Amstelbrug,1596,1,3,8.3,58.0,Apartment with Lake View,De Pijp,2.1,https://www.booking.com/hotel/nl/sweets-nieuwe-amstelbrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=587&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=424553501_243294904_2_0_0&highlighted_blocks=424553501_243294904_2_0_0&matching_block_id=424553501_243294904_2_0_0&sr_pri_blocks=424553501_243294904_2_0_0__159571&from=searchresults
Quarenta Studio,1159,1,3,9.3,107.0,Studio with Garden,Osdorp,7.7,https://www.booking.com/hotel/nl/quarenta.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=588&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=42553701_248177520_2_0_0&highlighted_blocks=42553701_248177520_2_0_0&matching_block_id=42553701_248177520_2_0_0&sr_pri_blocks=42553701_248177520_2_0_0__115861&from=searchresults
Hotel TwentySeven - Small Luxury Hotels of the World,6078,1,5,9.7,260.0,One Bedroom Suite,Amsterdam City Centre,50.0,https://www.booking.com/hotel/nl/twentyseven-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=589&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=278594002_106951267_0_0_0&highlighted_blocks=278594002_106951267_0_0_0&matching_block_id=278594002_106951267_0_0_0&sr_pri_blocks=278594002_106951267_0_0_0__607848&from=searchresults
City Rooms Amsterdam Hemonystraat - Digital access,1085,1,,7.1,243.0,Economy Queen Room (Basement),De Pijp,1.8,https://www.booking.com/hotel/nl/limehome-amsterdam-hemonystraat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=590&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=887962801_358409801_2_0_0&highlighted_blocks=887962801_358409801_2_0_0&matching_block_id=887962801_358409801_2_0_0&sr_pri_blocks=887962801_358409801_2_0_0__108500&from=searchresults
Orange Tulip Hotel,757,1,1,6.3,853.0,Small Double Room Without window With Private Bathroom,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/oranjetulp.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=591&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682531&all_sr_blocks=1043124_101891380_2_0_0&highlighted_blocks=1043124_101891380_2_0_0&matching_block_id=1043124_101891380_2_0_0&sr_pri_blocks=1043124_101891380_2_0_0__75742&from=searchresults
