name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address
120m2 Spacious 4-bedroom Apartment with Roofterras,3115,1,4.0,8.2,16.0,One-Bedroom Apartment,Amsterdam Noord,2.4,https://www.booking.com/hotel/nl/120m2-4-bedroom-central-family-roofterras.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=620&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=1290088201_411929834_2_0_0&highlighted_blocks=1290088201_411929834_2_0_0&matching_block_id=1290088201_411929834_2_0_0&sr_pri_blocks=1290088201_411929834_2_0_0__311486&from=searchresults,"Mosveld, Amsterdam Noord, Amsterdam, Netherlands
location — rated 9/10!"
Guest House Amsterdam,1332,1,,5.2,482.0,Double Room with Shared Bathroom,Amsterdam Noord,2.4,https://www.booking.com/hotel/nl/guest-house-amsterdam-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=621&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=260403202_104799533_0_0_0&highlighted_blocks=260403202_104799533_0_0_0&matching_block_id=260403202_104799533_0_0_0&sr_pri_blocks=260403202_104799533_0_0_0__133204&from=searchresults,"26 Hamerstraat, Amsterdam Noord, 1021 JW Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Mi BnB Amsterdam,1071,1,3.0,7.1,277.0,Double Room with Private Bathroom,Geuzenveld-Slotermeer,4.7,https://www.booking.com/hotel/nl/mi-bnb.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=622&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=331844402_232654635_0_2_0&highlighted_blocks=331844402_232654635_0_2_0&matching_block_id=331844402_232654635_0_2_0&sr_pri_blocks=331844402_232654635_0_2_0__107117&from=searchresults,"Burgemeester Vening Meineszlaan 151, Geuzenveld-Slotermeer, 1063 AZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Beautiful penthouse near Rai and centre,1400,1,4.0,8.5,69.0,Penthouse Apartment,Zuideramstel,3.3,https://www.booking.com/hotel/nl/beautiful-luxurious-penthouse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=623&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=291519001_109120613_2_0_0&highlighted_blocks=291519001_109120613_2_0_0&matching_block_id=291519001_109120613_2_0_0&sr_pri_blocks=291519001_109120613_2_0_0__139968&from=searchresults,"Waalstraat 78-4, Zuideramstel, 1079 EA Amsterdam, Netherlands
location — rated 9.3/10!"
SWEETS - Kinkerbrug,1484,1,3.0,8.6,104.0,Apartment with Lake View,Oud-West,2.4,https://www.booking.com/hotel/nl/sweets-kinkerbrug.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=624&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=424561301_243294887_2_0_0&highlighted_blocks=424561301_243294887_2_0_0&matching_block_id=424561301_243294887_2_0_0&sr_pri_blocks=424561301_243294887_2_0_0__148425&from=searchresults,"392 Kinkerstraat, Oud-West, 1053 GJ Amsterdam, Netherlands
location — rated 9.3/10!"
Treasure,1326,1,,,,One-Bedroom Apartment,Oud Zuid,3.7,https://www.booking.com/hotel/nl/treasure.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=625&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682553&all_sr_blocks=1465841401_417906354_2_0_0&highlighted_blocks=1465841401_417906354_2_0_0&matching_block_id=1465841401_417906354_2_0_0&sr_pri_blocks=1465841401_417906354_2_0_0__132647&from=searchresults,"Amazonenstraat13 H, Oud Zuid, 1076LD Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Beautiful DutchHouse Centrum,1147,1,3.0,6.5,193.0,Double Room with Terrace,Amsterdam City Centre,350.0,https://www.booking.com/hotel/nl/beautiful-dutchhouse-centrum.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=626&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=489648402_162088813_2_0_0&highlighted_blocks=489648402_162088813_2_0_0&matching_block_id=489648402_162088813_2_0_0&sr_pri_blocks=489648402_162088813_2_0_0__114667&from=searchresults,"Nieuwezijds Voorburgwal 51-a, Amsterdam City Centre, 1012 RD Amsterdam, Netherlands
location — rated 9.2/10!"
"suite no 7, RENOVATED FEBRUARY 2025",2282,1,3.0,9.7,127.0,Deluxe Double Room,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/suite-no-7.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=627&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=361414901_348138355_0_0_0&highlighted_blocks=361414901_348138355_0_0_0&matching_block_id=361414901_348138355_0_0_0&sr_pri_blocks=361414901_348138355_0_0_0__228231&from=searchresults,"7 Vijzelgracht, Amsterdam City Centre, 1017 HM Amsterdam, Netherlands
location — rated 9.9/10!"
Midtown Hotel Royal Room,1650,1,,6.9,23.0,Superior Quadruple Room,Oud-West,1.4,https://www.booking.com/hotel/nl/midtown-royal-apartment.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=628&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=333849704_115936792_4_0_0&highlighted_blocks=333849704_115936792_4_0_0&matching_block_id=333849704_115936792_4_0_0&sr_pri_blocks=333849704_115936792_4_0_0__165027&from=searchresults,"Kinkerstraat 47b, Oud-West, 1053 DD Amsterdam, Netherlands
location — rated 9.3/10!"
Green Alley Studio,1863,1,3.0,7.6,87.0,One-Bedroom Apartment,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/green-alley-studio.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=629&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=666462001_273010546_4_0_0&highlighted_blocks=666462001_273010546_4_0_0&matching_block_id=666462001_273010546_4_0_0&sr_pri_blocks=666462001_273010546_4_0_0__186342&from=searchresults,"17 Oude Braak, Amsterdam City Centre, 1012 PS Amsterdam, Netherlands
location — rated 9.6/10!"
GH Amsterdam,2095,1,4.0,8.2,103.0,Apartment - Ground Floor,Amsterdam City Centre,1.6,https://www.booking.com/hotel/nl/gh-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=630&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=181959101_123054518_2_2_0&highlighted_blocks=181959101_123054518_2_2_0&matching_block_id=181959101_123054518_2_2_0&sr_pri_blocks=181959101_123054518_2_2_0__209477&from=searchresults,"Valckenierstraat 3, Amsterdam City Centre, 1018 XB Amsterdam, Netherlands
location — rated 9.1/10!"
Luxury canal suite in the best location of Amsterdam !!!,1565,1,3.0,8.0,2.0,One-Bedroom Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/luxury-canal-suite-in-the-best-location-of-amsterdam-amsterdam2.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=631&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=1450187402_416385477_2_0_0&highlighted_blocks=1450187402_416385477_2_0_0&matching_block_id=1450187402_416385477_2_0_0&sr_pri_blocks=1450187402_416385477_2_0_0__156523&from=searchresults,"Noorderdwarsstraat 1, Amsterdam City Centre, 1017 TX Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Amsterdam Jewel Canal Apartments,1793,1,,9.3,456.0,Studio with Canal View (2 Persons),Amsterdam City Centre,300.0,https://www.booking.com/hotel/nl/amsterdam-jewel-canal-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=632&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=45019401_329737022_0_0_0&highlighted_blocks=45019401_329737022_0_0_0&matching_block_id=45019401_329737022_0_0_0&sr_pri_blocks=45019401_329737022_0_0_0__179274&from=searchresults,"Singel 235, Amsterdam City Centre, 1012 WE Amsterdam, Netherlands
location — rated 9.8/10!"
Amsterdam Hostel Uptown,638,1,,6.5,952.0,Double Room,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/uptown.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=633&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=1044902_93690219_0_0_0&highlighted_blocks=1044902_93690219_0_0_0&matching_block_id=1044902_93690219_0_0_0&sr_pri_blocks=1044902_93690219_0_0_0__63838&from=searchresults,"Korte Leidsedwarsstraat 147, Amsterdam City Centre, 1017 PZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Rembrandtplein Bed & Breakfast,1535,1,,8.2,56.0,Standard Double Room with Shared Bathroom,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/rembrandtplein-b-amp-b.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=634&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=107552601_336349231_2_0_0&highlighted_blocks=107552601_336349231_2_0_0&matching_block_id=107552601_336349231_2_0_0&sr_pri_blocks=107552601_336349231_2_0_0__153546&from=searchresults,"Groenburgwal 25, Amsterdam City Centre, 1011 HR Amsterdam, Netherlands
location — rated 9.4/10!"
Appartement Rokin,3283,1,4.0,9.4,30.0,Two-Bedroom Apartment with View,Amsterdam City Centre,300.0,https://www.booking.com/hotel/nl/appartement-rokin.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=635&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=1347789501_413874492_2_0_0&highlighted_blocks=1347789501_413874492_2_0_0&matching_block_id=1347789501_413874492_2_0_0&sr_pri_blocks=1347789501_413874492_2_0_0__328301&from=searchresults,"Rokin, Amsterdam City Centre, 1012 NS Amsterdam, Netherlands
location — rated 9.9/10!"
Eco HouseBoat,1592,1,4.0,9.0,119.0,Deluxe King Room,Westerpark,2.0,https://www.booking.com/hotel/nl/excelsior-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=636&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=481325002_155881850_0_0_0&highlighted_blocks=481325002_155881850_0_0_0&matching_block_id=481325002_155881850_0_0_0&sr_pri_blocks=481325002_155881850_0_0_0__159157&from=searchresults,"van Diemenkade 18-2, Westerpark, 1013 CR Amsterdam, Netherlands
location — rated 9/10!"
Trendy 2 bedroom accommodation on perfect location,1285,1,3.0,8.4,91.0,Two-Bedroom Apartment,Oost,3.2,https://www.booking.com/hotel/nl/newly-renovated-2-bedroom-studio-on-perfect-location-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=637&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=675613501_275988195_2_0_0&highlighted_blocks=675613501_275988195_2_0_0&matching_block_id=675613501_275988195_2_0_0&sr_pri_blocks=675613501_275988195_2_0_0__128548&from=searchresults,"Cornelis Drebbelstraat 8-3, Oost, 1097 AL Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Nice 2 double Bed in sunny House in Amsterdam west,1454,1,4.0,8.8,25.0,Holiday Home,Bos en Lommer,3.0,https://www.booking.com/hotel/nl/nice-2-double-bed-in-sunny-house-in-amsterdam-west.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=638&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=1119687802_392780619_4_0_0&highlighted_blocks=1119687802_392780619_4_0_0&matching_block_id=1119687802_392780619_4_0_0&sr_pri_blocks=1119687802_392780619_4_0_0__145436&from=searchresults,"42h Griseldestraat, Bos en Lommer, 1055 AZ Amsterdam, Netherlands
location — rated 9/10!"
Marnix360apartments Top,3533,1,3.0,8.3,65.0,Superior Apartment,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/luxurious-amp-spacious-apartment-in-city-center.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=639&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=171486201_174895274_4_0_0&highlighted_blocks=171486201_174895274_4_0_0&matching_block_id=171486201_174895274_4_0_0&sr_pri_blocks=171486201_174895274_4_0_0__353340&from=searchresults,"Marnixstraat 360, Amsterdam City Centre, 1016 XW Amsterdam, Netherlands
location — rated 9.4/10!"
LIEV Amsterdam Cozy boutique suite in The Pijp,1589,1,3.0,9.1,49.0,One-Bedroom Apartment,De Pijp,2.0,https://www.booking.com/hotel/nl/liev-amsterdam-cozy-boutique-suite-in-the-pijp.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=640&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=1048175901_377970063_2_0_0_66134&highlighted_blocks=1048175901_377970063_2_0_0_66134&matching_block_id=1048175901_377970063_2_0_0_66134&sr_pri_blocks=1048175901_377970063_2_0_0_66134_158880&from=searchresults,"102 Frans Halsstraat, 1072 LZ Amsterdam, Netherlands
location — rated 9.6/10!"
B&B Singel Suites,2090,1,4.0,8.6,59.0,Superior Family Room,Amsterdam City Centre,0.5,https://www.booking.com/hotel/nl/b-amp-b-singel-suites.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=641&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=769918102_335653176_2_0_0&highlighted_blocks=769918102_335653176_2_0_0&matching_block_id=769918102_335653176_2_0_0&sr_pri_blocks=769918102_335653176_2_0_0__209002&from=searchresults,"374 Singel, Amsterdam City Centre, 1016 AH Amsterdam, Netherlands
location — rated 9.6/10!"
SWEETS - Overtoomsesluis,1663,1,4.0,9.0,66.0,Apartment with Lake View,Oud-West,3.0,https://www.booking.com/hotel/nl/sweets-overtoomsesluis-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=642&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=432906801_243294875_0_0_0&highlighted_blocks=432906801_243294875_0_0_0&matching_block_id=432906801_243294875_0_0_0&sr_pri_blocks=432906801_243294875_0_0_0__166321&from=searchresults,"580 Overtoom, Oud-West, 1054 LN Amsterdam, Netherlands
location — rated 9.1/10!"
Riverbridge Suite - Historic Center Canal District,1647,1,,8.5,61.0,Deluxe King Suite,Amsterdam City Centre,1.4,https://www.booking.com/hotel/nl/riverbridge-suite-historic-center-canal-district.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=643&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=1036150101_388917948_2_0_0&highlighted_blocks=1036150101_388917948_2_0_0&matching_block_id=1036150101_388917948_2_0_0&sr_pri_blocks=1036150101_388917948_2_0_0__164737&from=searchresults,"Fokke Simonszstraat 76 2, Amsterdam City Centre, 1017 TK Amsterdam, Netherlands
location — rated 9.4/10!"
Motor Yacht Almaz,1520,1,,8.7,87.0,Cabin on Boat,Zuideramstel,5.1,https://www.booking.com/hotel/nl/motor-yacht-almaz.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=644&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=622905001_404817674_3_0_0&highlighted_blocks=622905001_404817674_3_0_0&matching_block_id=622905001_404817674_3_0_0&sr_pri_blocks=622905001_404817674_3_0_0__151997&from=searchresults,"10 Jollenpad, Zuideramstel, 1081 KC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Dubbelink 3A,1014,1,,8.5,70.0,Double Room,Zuidoost,6.8,https://www.booking.com/hotel/nl/dubbelink-3a-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=645&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682572&all_sr_blocks=1054945201_395503296_2_0_0&highlighted_blocks=1054945201_395503296_2_0_0&matching_block_id=1054945201_395503296_2_0_0&sr_pri_blocks=1054945201_395503296_2_0_0__101436&from=searchresults,"3a Dubbelink, Zuidoost, 1102 AL Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
